Marley Maynard,4,False,False,True,True
German Potter,3,True,True,True,True
Benjamin Park,2,False,True,True,True
Hadley Roman,1,True,True,False,False
Wayne Ponce,3,False,True,False,True
Taryn Roy,2,True,False,True,False
Andres Tucker,2,False,True,True,True
Janelle Moreno,4,False,True,True,False
Delilah Higgins,1,True,False,False,False
Armani Christensen,1,False,True,True,True
Marley Shaffer,1,False,True,False,True
Randall Lam,4,False,True,True,False
Jayvion Conley,1,False,True,False,False
Patrick Waters,2,False,True,True,False
Yaretzi Manning,2,True,False,False,False
Braxton Sosa,3,True,True,False,True
Kyle Hendricks,4,True,False,False,False
Zavier Mann,2,False,True,False,False
Stephanie Hodge,1,False,True,True,False
Kinsley Villarreal,1,False,False,False,True
Brenda Zimmerman,3,False,False,True,True
Tyshawn Valenzuela,3,False,True,True,False
Hadley Haney,1,True,False,False,True
Carolina Hester,2,False,True,False,False
Ricardo Ferguson,3,True,True,True,True
Denzel Cervantes,3,True,True,False,True
Annie Mcmillan,1,False,True,False,False
Eliana Stuart,4,True,True,True,True
Kyle Chung,1,False,True,True,True
Maryjane Hartman,4,False,True,True,False
Giovanni Pollard,1,True,True,False,False
Jimena Diaz,1,False,False,False,True
Ellie Lozano,2,True,True,False,True
Ivan Howe,2,False,True,False,True
Ivan Gibbs,3,True,True,True,False
Braelyn Blake,1,True,True,False,False
Jadon Kelly,4,True,True,True,True
Elaine Castaneda,4,False,False,True,True
Jalen Gibbs,1,True,True,False,False
Jonas Beasley,4,True,True,True,False
Brice Morton,3,False,True,True,False
Caiden Mcmillan,4,False,True,False,True
Nash Miles,1,False,True,True,False
Dominic Willis,4,True,False,False,True
Yamilet Mason,4,False,True,True,False
Katherine Stein,1,False,False,False,True
Kayden Becker,4,True,True,False,False
Lindsay Myers,2,False,True,False,True
Glenn Sims,2,False,False,False,False
Kendal Rowland,3,True,True,True,False
Lilliana Mcneil,3,False,True,False,False
Pierre Chapman,1,True,True,True,False
Madden Jacobs,1,False,True,True,False
Kaylah Cooley,3,False,True,True,False
Anton Mcgee,2,False,True,True,False
Maverick Moore,1,False,False,False,True
Braedon Byrd,1,False,False,True,False
Juan Moyer,4,False,True,False,True
Ignacio Mercer,2,True,True,True,False
Noelle Roach,4,True,True,True,False
Kallie Morris,2,False,True,False,False
Aracely Gallagher,2,False,True,True,True
Adolfo Crosby,4,True,True,False,True
Santino Zavala,2,True,True,True,True
Kendrick Stanley,2,False,True,False,False
Walter Ellis,4,False,True,True,True
Kaliyah Ellis,4,False,True,False,True
Tatum Weber,1,True,True,False,True
Trystan Perez,2,False,True,False,True
Jocelynn Hickman,1,False,True,True,True
Rey Jacobs,4,False,True,True,False
Santiago Vang,3,False,True,True,True
Sawyer Robbins,2,False,True,False,True
Giovani Madden,3,False,True,True,True
Lena Zuniga,3,True,True,False,False
Kenzie Roth,3,False,True,True,True
Helen Gonzalez,2,True,True,False,True
Kaleb Zhang,3,False,True,False,True
Gia Harvey,1,True,False,True,True
Jamie Edwards,1,False,True,False,True
Kathleen Norton,4,False,True,False,True
Hunter Harrell,2,False,True,False,True
Sarai Gentry,1,True,False,True,False
Marvin Vincent,4,False,True,True,False
Haiden Le,3,False,True,False,False
Aedan Fowler,2,False,True,True,False
Jessica Hubbard,4,False,True,True,False
Sandra Peterson,4,False,True,False,False
Peter Riley,1,False,True,False,True
Finn Pollard,2,False,True,False,True
Maria Bender,4,True,True,True,False
Ann Larsen,2,False,True,True,False
Milo Mathis,4,False,True,False,True
Jaelyn Huynh,2,False,True,False,False
Xavier Hale,1,True,True,False,True
Valentina Douglas,3,False,True,False,True
Ashleigh Bullock,2,False,True,True,True
Dallas Cooley,3,False,False,True,False
Angeline Velazquez,2,False,True,True,False
Victor Ray,1,True,False,True,False
Jackson Raymond,3,True,True,False,True
Aspen Hines,3,False,False,True,True
Francesca Burke,1,True,True,True,True
Mckinley Hall,1,False,True,False,False
Aspen Mcmillan,2,False,True,False,True
Jamal Hester,1,False,False,True,False
Bentley Moses,4,False,True,False,True
Rachael Beard,3,False,False,True,False
Callum Aguirre,1,False,True,False,True
Valery Mcconnell,3,False,True,False,False
Giada Mcclain,4,False,True,False,True
Kali Moon,2,False,True,True,True
Yamilet Logan,4,False,False,False,False
Michael Anderson,2,False,True,False,True
Keyla Daniel,3,False,True,False,False
Ryker Armstrong,1,False,True,False,True
Talia Maddox,1,False,True,True,True
Rylie Mcmillan,4,False,True,False,True
Eva Lucas,1,True,True,True,False
Amiah Sampson,4,False,True,True,True
Skylar Yates,4,False,False,True,False
Marlon Bowers,1,True,True,True,False
Kristin Quinn,2,False,True,True,True
Sage Gregory,1,True,True,True,True
Micheal Melton,4,True,True,False,False
Melanie Thompson,4,False,True,False,False
Mariela Holden,2,False,True,True,True
Cruz Reeves,1,True,True,False,False
Hezekiah Hebert,2,False,True,False,False
Reagan Johns,2,True,True,False,False
Abby Fleming,1,False,False,True,True
Jaida Delgado,1,False,True,False,False
Jace Bell,3,False,True,True,True
Caleb Norton,4,False,True,False,True
Jaylynn Stein,2,False,True,False,True
Tate Meza,2,True,True,False,True
Ali Ayala,4,False,False,True,False
Jude Sawyer,1,True,True,False,False
Sanai Avila,3,False,True,False,False
Lincoln Mclean,1,True,True,True,True
Jacqueline Palmer,2,False,True,False,False
Jake Walls,3,False,True,False,False
Darryl Lam,4,False,False,True,False
Carmelo Rivers,2,True,True,True,False
Ashlyn Snow,1,False,True,True,True
Dillon Holt,4,True,True,True,True
Diamond Pennington,1,False,False,False,False
Martin Villegas,4,True,True,True,False
Nicholas Mcgee,3,True,True,True,False
Ruth Campos,1,False,True,True,False
Wesley Mills,2,False,True,True,True
Declan Madden,3,False,True,False,False
Krystal Frazier,2,True,True,True,True
Chace Villanueva,2,False,True,False,True
Asia Orozco,4,False,True,True,True
Lawson Mccann,1,True,True,False,False
Brandon Hoover,2,True,True,True,False
Braden Rich,2,False,True,True,True
Magdalena Scott,4,False,True,True,False
Evangeline Collier,3,False,True,False,False
Savanna Pittman,4,False,True,True,True
Jamir Bauer,1,True,True,True,False
Todd Nixon,1,False,False,True,False
Selah Clements,1,True,False,True,False
Nevaeh Rojas,3,True,True,True,True
Amber Roberson,2,True,True,False,False
Luz Bentley,4,False,True,True,True
Julio Hess,2,True,True,True,True
Sarai Higgins,4,False,True,False,True
Amare Schroeder,2,False,True,False,False
Amir Rubio,3,False,False,False,False
Nyla Weiss,2,True,True,False,True
Walker Pittman,4,True,True,True,True
Naima Goodwin,1,True,True,False,False
Thalia Hall,3,False,True,True,True
Krish Hurley,1,False,True,True,True
Ian Mccullough,3,False,True,False,True
Luciano Gray,2,False,True,True,False
Nathan Gallegos,2,True,True,False,False
Shannon Merritt,3,False,True,True,True
Antonio Greer,3,False,True,True,False
Kyleigh Hampton,2,False,True,False,False
Omar Dominguez,1,True,True,False,True
Wendy Glass,4,True,True,True,True
Ahmed Coleman,3,True,True,False,False
Yazmin Farrell,2,True,True,False,True
Bernard Woods,1,False,True,False,True
Reynaldo Harris,2,False,True,False,True
Sergio Oneill,1,False,True,True,True
Braylon Blankenship,2,False,True,False,True
Eve Hanna,1,True,True,False,True
Geovanni Forbes,2,True,True,False,True
Shaniya Lucero,2,False,True,True,True
Isaias Moon,2,False,True,True,False
Haylee Chapman,4,False,True,False,True
Neil Nichols,3,False,True,True,False
Kristin Arias,2,True,True,False,True
Benjamin Williams,2,True,True,False,False
Allison Watkins,1,True,False,True,False
Kash Curry,4,True,False,True,False
Ally Hampton,1,False,True,False,False
Journey Avery,1,True,True,True,True
Nickolas Jacobs,1,True,True,False,False
Alice Cowan,2,True,False,True,True
Weston Bright,4,True,True,True,True
Braydon Ayala,1,False,False,True,False
Levi Mejia,4,True,True,True,True
Christopher Wheeler,4,False,True,False,False
Cody Keller,1,False,True,True,True
Giovanna Soto,2,True,True,False,False
Lisa Fry,3,False,True,True,True
Gaige May,2,True,True,True,True
Jerome Mejia,3,False,True,True,True
Janessa Travis,2,True,True,True,True
Benjamin Kelley,1,False,True,True,True
Selah Walker,1,True,True,True,True
Jerry Love,2,True,True,True,False
Clara Webster,2,False,True,True,False
Lillian Hamilton,3,True,False,True,True
Cory Dunlap,3,False,True,True,True
Jeffery Lowery,2,False,True,False,True
Jared Hodges,3,False,True,False,False
Clayton Phillips,1,True,True,True,True
Jaylin Colon,3,False,False,True,False
Korbin Hogan,2,True,True,True,True
Kinsley Potts,3,True,True,True,False
Monserrat Ibarra,2,False,True,False,True
Sebastian Ritter,3,False,True,True,False
Beckett Hall,2,True,True,True,False
Emilie Johnston,2,True,False,False,True
Lexi Pittman,2,False,True,False,True
Taylor Johns,1,False,True,True,False
Cloe Mcintosh,4,False,True,True,True
Aliya Stone,3,True,True,False,False
Valentino Jordan,2,False,True,True,False
Kinsley Barton,3,True,True,True,True
Gavin Chaney,3,False,True,False,False
Jamison Landry,4,False,True,True,True
Alia Gonzalez,4,False,False,False,False
Evan Schaefer,4,False,True,True,False
Audrey Haynes,3,True,True,True,True
Destiney Fisher,2,False,True,False,False
Aedan Schmidt,2,False,True,True,True
Anabel Norris,3,False,True,False,True
Melissa Murillo,4,False,True,True,False
Jorden Bennett,2,False,True,False,False
Grant Hunter,1,False,True,True,True
Peter Huynh,3,False,True,True,True
Greyson Oneal,3,False,False,False,True
Heidy Shannon,3,True,True,True,False
Logan Foster,3,False,True,True,False
Shelby Meyers,4,True,True,True,True
Draven Hart,4,False,True,True,True
Maya Michael,2,False,True,True,True
Francesca Perkins,4,False,True,False,True
Tanner James,3,False,True,False,False
Alvaro Beck,2,False,True,True,False
Lyric Mcintyre,1,False,False,True,False
Kelsey Romero,2,False,True,True,True
Breanna Griffith,4,False,True,True,True
Keyon Page,2,False,True,True,True
Marcelo Brandt,2,False,True,True,True
Brian Romero,4,False,True,False,True
Adeline Zhang,4,False,True,True,False
Makai Berg,1,True,True,False,False
Gabriela Vazquez,2,False,True,False,True
Janiyah Burton,4,False,False,False,False
Gunnar Fernandez,3,False,True,True,True
Ronan Mack,2,False,True,True,False
Kyle Ortiz,1,False,False,True,True
Kamren Li,3,False,True,False,True
Carla Wallace,3,False,True,True,False
Adonis Frank,1,False,True,False,True
Meredith Anderson,3,False,True,False,False
Addison Vaughan,2,False,True,True,True
Lauryn Summers,3,False,True,True,False
Kinley Garrison,3,True,True,False,True
Braden Wyatt,4,False,True,True,True
Malaki Curry,2,True,True,False,False
Emilio Hopkins,2,False,True,False,True
Ezequiel Hodges,3,False,False,True,False
Kenyon Jacobs,3,True,True,False,False
Victor Cabrera,3,True,True,True,True
Misael Garza,3,True,True,False,False
Alejandro Orozco,3,False,True,True,True
Deborah Marsh,2,False,True,True,True
Zachariah Kim,1,False,True,True,False
Malia Lucero,4,False,False,True,True
Justine English,1,False,True,False,False
Scarlet Henry,1,False,True,False,False
Elias Guerrero,1,False,False,False,False
Athena Vargas,3,True,True,True,True
Dawson Rubio,3,False,True,False,True
